 advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
1 1 1 1 1 1 1 1 1 1,464,1 1 1 1 1 1 1 1 1 1,80 1 12 95 89 6 7 47 96 31,90.4086,43.7676,1,3.9382 2.3955 1.2238 1.1383 1.2594 1.0869 0.9467 0.7753 0.7488 18.6829
1 1 0 1 1 1 1 1 1 1,468,1 0 1 0 0 0 1 0 1 0,64 94 7 90 33 53 2 17 58 50,12.1426,31.9675,0,1.4256 1.9598 0.8880 4.6642 4.8958 1.4721 0.5599 6.4478 0.7039 2.0961
1 1 1 1 0 1 1 1 1 1,483,0 0 1 0 0 0 0 0 1 0,75 56 11 66 85 65 40 5 9 71,214.7644,38.625,0,32.5311 4.1347 1.6616 1.1592 1.0397 1.3381 2.2702 2.2937 0.8961 1.0402
1 1 1 1 1 1 1 1 0 1,513,1 1 1 1 1 1 1 0 0 0,12 96 37 96 73 65 12 83 5 34,50.4759,17.3373,0,6.5927 4.3276 1.9751 1.4401 2.0876 1.2718 0.8794 0.8389 0.5448 1.0394
1 1 1 1 1 1 1 1 1 1,436,1 1 1 1 1 1 1 1 1 1,15 72 53 14 10 35 64 60 54 59,97.4338,153.6336,0,6.5691 4.7346 3.9739 3.5882 2.0130 4.5195 1.4554 1.4758 0.8906 1.2951
1 1 1 0 0 1 1 1 1 1,478,0 1 0 0 1 1 1 1 0 0,97 1 47 30 20 84 73 7 25 94,104.8483,43.2803,0,13.0760 8.2962 1.9677 2.7117 3.4065 1.9599 1.6230 1.6963 1.2648 1.3191
1 1 1 1 1 1 1 1 1 1,638,1 1 1 1 1 1 1 1 1 0,52 91 99 60 74 44 62 66 59 31,77.783,69.968,1,27.6150 3.0870 1.0880 0.6090 0.6330 0.4880 0.4960 0.6320 0.5600 1.0320
1 1 1 1 1 1 1 1 1 1,455,1 0 1 0 1 1 0 1 1 1,62 13 69 19 99 13 6 87 20 67,5.3269,51.2617,0,10.9135 6.4376 2.5678 2.4420 0.8159 1.8358 2.8427 1.0682 0.5758 0.4438
1 1 1 1 0 1 1 1 1 1,472,1 1 1 0 1 0 1 1 1 0,89 74 19 71 17 6 11 82 15 88,90.8368,25.7477,0,9.1118 3.1837 2.0961 3.1558 1.5213 0.8102 2.3478 4.9737 1.9218 1.3659
1 1 1 1 1 1 1 0 1 1,532,1 1 1 1 1 0 0 0 1 0,53 80 60 55 62 56 96 12 11 47,168.0348,56.319,0,3.8203 1.5755 2.9035 2.6082 2.4478 6.3515 2.7431 1.9756 0.9599 0.8623
1 1 1 0 1 1 1 1 1 1,589,0 1 0 1 0 0 1 0 0 0,74 45 47 80 40 33 47 90 86 47,10.642,63.193,1,7.1260 5.8340 0.9000 1.0670 1.1730 2.0800 1.9020 1.4350 3.0200 5.7220
1 1 1 1 0 1 1 1 1 1,494,1 1 1 0 1 1 0 0 1 0,86 51 19 92 14 51 48 51 77 5,2.3445,8.1753,0,7.2665 4.4675 2.2296 1.1980 1.7679 1.0984 0.8518 0.9398 0.6384 0.9012
1 1 1 1 0 1 1 1 1 1,477,1 1 1 0 0 0 1 1 0 1,63 84 38 69 66 24 98 16 10 9,60.3588,34.4221,0,4.3719 5.0690 3.6697 0.7884 1.2923 0.9783 0.8394 0.8310 0.7427 0.7913
1 1 1 1 1 1 1 0 1 1,496,1 1 1 1 1 1 0 0 0 0,46 91 39 37 45 18 80 2 98 40,20.0894,49.3984,1,8.6089 5.1032 4.9097 4.5738 5.2799 3.5138 3.4820 5.3631 2.3839 4.8577
1 1 1 1 1 1 1 0 1 1,484,1 0 1 0 1 1 0 0 1 1,36 9 61 66 17 40 63 100 53 39,9.0713,65.2915,1,27.0593 1.5670 0.6638 1.1198 0.7104 0.5357 0.6639 0.6077 0.5368 0.5997
1 1 1 1 1 1 1 1 1 1,431,0 0 0 0 0 0 0 1 1 1,0 61 40 58 69 19 12 97 52 23,40.5691,11.0378,0,6.9484 1.3383 1.0244 0.4823 0.5217 0.6089 0.8484 0.6258 0.4471 0.4202
1 1 1 1 1 1 1 1 0 1,537,1 1 0 0 1 0 0 0 1 0,29 72 31 52 46 26 47 92 73 69,7.2158,25.2306,1,1.8308 1.3997 0.5360 0.9187 3.0658 0.8073 0.6715 1.6169 1.0152 0.4882
1 1 1 1 1 1 1 1 1 1,532,1 0 1 0 1 1 1 0 1 1,99 77 29 50 48 97 13 30 33 56,35.9333,30.0196,0,5.2012 3.3571 0.7056 1.6255 2.6416 1.5019 0.6137 1.0322 0.4663 0.6698
1 1 1 1 1 1 0 1 1 1,519,1 1 1 1 1 0 0 1 1 1,17 83 77 49 86 76 0 50 51 30,39.852,14.869,0,4.4920 3.6820 1.8260 1.3590 1.7300 1.8440 0.9750 0.5820 1.4180 3.3200
1 1 1 1 1 1 1 1 1 1,509,1 1 1 1 1 1 1 1 1 1,56 56 51 32 43 11 63 94 82 21,106.481,32.617,0,5.5750 3.0800 5.3680 2.5840 3.4810 4.1280 2.8110 2.0880 2.0800 1.5500
1 1 1 1 1 1 1 1 1 1,342,0 1 1 1 1 1 1 1 1 1,9 72 32 50 58 2 33 6 20 60,38.1802,76.0235,0,10.7242 7.9436 3.3282 4.5041 2.4079 3.1199 2.9518 4.0558 2.3277 1.0958
1 1 1 1 1 1 1 1 1 1,542,1 1 1 0 0 1 1 1 1 1,56 82 55 51 21 69 85 98 17 8,34.355,14.981,0,2.6080 3.3720 2.7370 0.5360 0.9960 0.4570 0.4360 0.4200 0.3900 0.3460
1 1 1 1 0 1 1 1 1 1,480,1 1 1 0 0 1 0 1 1 1,58 38 27 62 19 37 30 86 70 53,40.2485,24.9601,0,4.8040 2.5719 1.0993 2.4718 3.6688 1.6195 1.1043 0.7411 0.7249 0.9189
1 1 1 1 1 1 1 1 1 1,484,1 1 1 1 1 1 1 1 1 1,61 63 87 44 61 41 4 53 32 38,68.6403,93.3864,1,16.4157 3.7843 3.1591 1.4576 1.2084 1.3063 1.9582 0.8647 1.0452 0.8944
1 1 1 1 1 1 1 0 1 1,570,0 0 1 0 1 1 0 1 0 1,18 70 90 65 64 17 95 60 89 2,11.2453,12.1207,0,5.3416 4.3514 2.5837 2.5916 1.9596 1.7756 1.9997 3.7356 1.4561 2.0790
1 1 1 1 1 0 1 1 1 1,575,0 1 0 1 0 0 0 0 0 0,87 73 12 12 42 99 86 82 40 42,58.1027,68.5482,1,5.8770 2.4863 3.2235 1.8317 6.1501 4.2961 4.8663 1.7030 3.9987 2.3440
1 1 1 1 1 1 1 1 1 1,633,1 1 1 1 1 1 1 1 1 1,37 94 57 25 81 57 94 99 44 45,9.169,10.992,0,2.6080 3.0380 2.3280 2.3340 2.4880 2.3440 2.0410 1.2330 1.6010 2.1840
1 1 1 1 1 1 1 1 1 1,452,1 1 1 0 1 1 0 1 1 1,100 36 9 22 79 28 11 51 53 63,38.0353,28.303,0,7.7188 3.9303 6.8820 1.6799 6.3706 2.5010 4.3612 1.8604 1.1404 2.2501
1 1 1 1 1 1 1 1 1 1,451,1 1 1 1 1 1 1 1 1 1,64 14 49 59 71 87 23 38 26 20,117.721,32.95,0,12.3930 5.6860 5.6600 6.3960 8.4110 12.1420 7.2320 4.8320 8.6120 7.8600
1 1 1 1 1 1 1 1 1 1,338,1 0 0 1 1 1 0 1 1 1,30 27 4 14 89 4 0 96 71 3,127.0268,28.8102,0,7.0939 4.1077 5.9318 4.6418 3.5580 2.3680 6.1538 2.3918 3.9023 2.2656
1 1 1 1 1 1 1 1 1 1,409,1 1 1 1 1 1 1 1 1 1,10 11 25 100 21 77 68 23 38 36,81.737,41.72,0,15.0830 4.9130 4.0440 2.0460 3.7570 3.4350 3.2140 2.2400 3.4820 2.9970
1 1 1 0 0 1 1 1 1 1,585,1 1 0 0 0 1 0 1 1 0,66 86 100 66 37 38 46 60 19 67,51.335,16.4704,0,6.0276 2.4518 4.0940 1.6304 3.1277 0.8106 0.8434 0.9787 2.3519 1.8801
1 1 1 1 0 1 1 1 1 1,520,1 1 1 0 0 1 1 1 1 1,93 70 34 78 7 91 54 13 41 39,26.0899,21.1811,0,2.8493 1.4457 1.1984 0.8389 0.5879 0.8170 0.6756 0.7515 0.5983 0.5904
1 1 1 1 1 1 1 1 1 1,559,1 1 0 1 1 1 1 1 1 1,99 18 12 54 42 47 63 85 84 55,63.0591,89.0607,0,5.7109 6.7234 4.4034 1.5257 5.1960 7.6357 5.4360 2.9078 1.9463 3.8441
1 1 1 1 1 1 1 1 1 1,686,1 1 1 1 0 1 1 0 1 1,65 85 79 72 33 18 99 71 84 80,54.9111,35.3797,0,4.3495 9.1610 1.1204 0.8881 1.0641 0.7360 0.8880 1.2718 0.5922 0.5756
1 1 1 1 1 1 1 1 1 1,511,0 0 1 1 0 1 1 1 1 1,69 22 99 23 16 44 74 16 96 52,38.1122,19.2801,0,5.7965 3.5758 5.9597 0.5839 1.3278 0.5600 0.6960 0.4877 0.4878 0.4558
1 1 0 0 1 1 1 1 1 1,454,1 0 0 1 0 1 1 1 0 1,13 71 45 0 84 100 52 14 68 7,103.9985,67.5224,1,10.0670 1.2436 2.0921 0.5945 0.6134 0.9404 5.8683 0.7782 1.0306 0.8160
1 1 1 1 1 1 1 1 1 1,454,1 1 1 1 1 1 0 1 0 1,80 61 85 60 27 41 27 50 2 21,60.2003,26.3448,0,3.2515 3.7922 4.7278 2.2871 2.1377 2.4786 1.2639 2.0240 1.9684 0.9684
1 1 1 1 1 1 1 1 1 1,321,0 0 1 1 0 0 0 0 0 1,30 65 97 5 34 29 4 1 18 38,3.8392,25.8791,2,4.9894 1.0714 0.6159 0.5512 0.7033 0.4316 0.5434 0.9193 0.5760 0.4302
1 1 1 1 1 1 1 1 1 1,494,1 1 0 1 1 1 0 1 1 0,9 90 40 61 89 30 41 97 8 29,42.8481,20.9336,0,3.5140 2.2004 4.2187 1.0626 3.4273 1.0765 1.4922 1.8051 0.7924 0.5749
1 1 1 1 1 1 1 1 0 1,486,0 1 1 0 1 1 1 0 1 0,0 75 44 52 59 3 35 89 96 33,28.102,25.9363,0,4.1134 1.4083 2.6075 2.2018 1.2820 1.4238 2.4138 2.0152 2.0494 2.6131
1 1 1 1 1 1 1 1 1 1,555,1 1 1 1 0 1 1 1 1 0,77 55 100 92 0 77 62 26 25 41,70.4097,40.4238,1,5.3964 1.7661 1.6493 7.0575 5.6199 0.7620 1.0121 2.1958 1.5473 0.8075
1 1 1 1 1 1 0 1 1 1,497,1 1 1 1 1 0 0 1 1 1,90 1 92 79 11 89 22 9 72 32,216.3514,10.3773,0,2.2540 1.2161 1.5602 0.6881 0.5757 2.2721 0.7281 0.7841 1.1044 0.6644
1 1 1 1 1 1 1 0 1 1,289,1 1 1 1 1 1 0 0 0 0,4 12 52 90 10 27 45 17 4 28,59.703,35.1024,0,4.7972 8.5515 3.6080 2.2557 3.2560 1.9919 0.6639 2.1839 2.3360 0.7761
1 1 1 0 0 1 1 1 1 1,339,0 1 0 0 0 1 1 1 1 1,8 9 15 66 47 34 15 34 28 83,61.1884,61.5258,2,20.2440 5.6226 4.5678 5.3272 0.9998 1.1833 1.5916 1.3348 2.2077 1.4396
1 1 1 1 1 1 1 1 1 1,598,1 1 0 1 1 1 0 1 0 1,64 30 46 65 85 95 75 17 24 97,28.6796,12.6001,1,1.3848 1.1714 0.8404 0.5643 0.4197 0.6982 0.4266 1.1649 0.6037 0.5193
1 1 1 1 1 1 1 1 1 1,459,0 1 1 0 1 1 1 0 1 1,3 56 78 13 82 9 50 25 68 75,47.87,192.6082,2,18.9407 2.3497 3.0148 1.5317 1.0592 0.9819 0.9150 0.9557 0.9374 0.9663
1 1 1 1 1 1 1 0 1 1,365,1 1 0 0 0 1 0 0 0 1,91 34 41 34 64 15 73 1 10 2,118.5473,54.7006,1,25.3099 5.0994 1.0173 1.0426 0.8205 0.6006 0.5149 0.4656 0.4652 0.5886
1 1 1 1 1 1 1 1 1 1,529,1 0 1 1 1 1 1 1 1 0,38 13 91 79 85 34 74 73 11 31,49.222,40.175,1,10.4240 12.6340 4.9030 11.9130 2.5460 3.4090 2.6690 3.3640 4.9710 1.8010
1 1 1 1 1 0 1 1 1 1,499,0 1 0 1 0 1 1 0 1 0,87 73 25 30 63 15 69 74 27 36,8.808,17.2014,0,2.5839 1.3276 0.7279 0.8478 0.8640 0.8553 1.3118 0.5039 0.8800 0.4640
1 1 1 1 1 1 1 1 1 1,552,1 1 1 1 1 0 1 1 0 1,43 32 15 87 99 33 17 100 50 76,6.2661,34.8098,0,121.1284 8.7589 0.9919 1.0126 10.0076 2.0797 32.0313 0.7917 1.9756 0.9389
1 1 1 0 1 1 1 1 1 1,513,1 1 0 0 0 1 0 1 1 1,54 51 77 23 33 3 50 89 81 52,62.113,15.882,0,7.4220 3.2720 3.2510 1.0990 7.2960 1.0210 1.6200 0.6130 0.8480 0.8210
1 1 0 1 1 1 1 1 1 1,316,1 0 1 0 1 0 1 0 1 0,11 74 32 26 38 48 18 1 61 7,327.8334,1079.4347,0,1.7029 0.6813 0.8403 2.0638 0.7517 0.8365 0.6250 0.5908 0.5111 2.7896
1 1 1 1 1 1 1 1 1 1,487,1 1 1 1 1 1 1 1 1 1,86 63 5 37 4 99 58 11 68 56,12.5857,1428.6531,0,5.9130 0.7915 2.7279 0.6756 0.5356 0.6158 0.5599 0.6876 0.6239 0.6076
1 1 1 0 1 1 1 1 1 1,464,0 1 0 1 0 1 0 0 0 0,69 46 74 46 46 35 35 1 53 59,3.9638,88.461,1,13.5134 0.7123 0.7679 2.0238 1.7119 0.6957 1.5518 0.8077 1.6159 0.6960
1 1 1 1 1 1 1 1 1 1,650,1 0 1 0 1 0 1 1 0 0,99 27 73 89 62 34 71 73 50 72,5.992,44.037,1,10.9300 0.8070 0.8790 0.5830 0.7370 0.6960 1.0870 1.0470 1.6240 2.9990
1 1 1 1 1 1 1 1 1 1,436,1 1 1 1 1 1 1 1 1 1,78 84 16 4 25 18 41 71 75 24,29.4188,17.8084,0,3.2047 1.1117 1.2799 0.9357 0.8957 0.9519 3.2157 2.7037 2.4637 2.2638
1 1 1 1 1 1 1 1 1 1,560,1 1 1 1 1 1 1 0 1 1,97 27 65 65 57 67 2 32 78 70,436.962,121.4011,0,6.0834 2.3067 4.5733 8.5290 2.9322 2.0018 4.6768 2.0991 3.2680 4.2850
1 1 1 1 0 1 1 1 1 1,401,0 0 1 0 1 1 0 0 0 0,93 0 18 23 80 24 50 66 44 3,154.0274,60.6046,0,16.6568 14.0146 3.6739 2.2588 3.7237 2.9675 6.3572 4.8881 5.4727 4.5537
1 1 1 1 1 1 1 1 1 1,465,1 0 1 1 0 1 1 0 0 1,51 14 31 92 38 19 51 31 81 57,13.2446,116.019,0,10.6023 7.2677 1.6425 3.7059 1.6730 2.2764 1.3601 1.5410 1.1486 1.1785
1 1 1 1 1 1 1 1 1 1,425,1 1 0 1 1 1 0 1 1 0,79 19 6 75 26 57 39 83 0 41,56.0409,38.1736,1,3.4277 1.4300 1.6891 0.6919 1.0683 0.8181 0.9381 0.7640 0.5253 0.7040
1 1 1 1 1 1 1 1 1 1,637,1 1 1 1 1 1 1 1 1 1,90 98 50 70 55 11 38 96 75 54,72.0857,79.706,0,5.3021 4.7346 3.7596 6.6794 3.8877 2.9269 2.5439 2.1753 1.8078 2.0331
1 1 1 1 1 1 1 0 1 1,480,1 1 1 1 1 1 0 0 1 1,17 28 56 44 35 75 74 45 73 33,8.046,46.315,2,5.2760 2.3920 3.4980 1.1690 0.7730 1.4070 1.0160 1.0290 0.8710 0.8430
1 1 1 1 1 1 1 1 1 1,420,1 1 1 1 1 1 1 1 1 1,22 45 43 46 15 16 71 15 56 91,33.3171,105.6835,2,9.5037 1.5960 2.5938 0.6600 0.4480 1.0320 1.1048 1.0518 2.3489 5.4988
1 1 1 1 0 1 1 1 1 1,423,1 1 1 0 0 0 0 1 1 0,88 17 0 87 75 54 20 37 26 19,40.4902,26.1577,0,3.8737 3.2901 3.9698 1.0804 2.5521 2.7082 1.7445 0.8408 2.7063 0.4767
1 1 1 1 1 1 1 1 1 1,464,1 1 1 1 1 1 1 1 1 1,53 17 51 43 74 93 39 40 10 44,32.4108,49.9292,0,5.0427 1.9680 5.0479 4.1840 1.3997 2.4398 2.4965 1.0242 6.4486 1.8471
0 0 1 0 0 0 0 0 0 0,504,0 1 0 1 1 1 1 1 0 1,14 87 50 50 56 84 63 25 50 25,3.6299,39.3421,2,4.4075 1.1675 1.1460 0.8720 3.3342 2.1911 1.5039 2.0717 0.5999 0.6160
0 0 0 0 0 0 1 0 0 0,378,0 0 0 0 0 1 1 1 1 1,29 4 67 6 26 63 50 50 58 25,17.6806,45.6151,2,4.9031 1.9845 4.7356 1.2961 1.8096 0.7196 2.2641 2.7919 0.8477 0.6242
0 0 0 1 0 0 0 0 0 0,427,1 0 1 0 0 1 0 1 1 0,89 1 50 78 33 59 18 40 46 13,39.623,66.271,1,5.0230 2.1760 0.4490 4.7190 0.3570 0.4850 0.6130 0.3060 0.3430 0.6120
0 0 0 0 0 0 0 0 0 0,237,0 0 0 0 0 0 0 0 0 1,24 7 39 23 39 1 21 13 1 69,2.1012,28.8194,2,4.3136 2.6277 0.3981 0.4296 0.5959 0.3798 0.3959 0.5161 0.4060 0.4505
0 0 1 1 0 0 0 0 0 0,521,0 1 1 1 1 0 1 1 1 1,32 94 72 61 2 2 92 80 2 84,69.24,65.4396,1,8.2383 0.9914 0.7914 1.2639 1.3280 0.9278 1.3515 0.9925 1.4558 0.9999
0 0 0 0 0 0 0 0 0 0,431,0 0 0 0 0 0 0 0 0 1,41 88 35 74 16 13 48 9 50 57,76.597,30.434,0,8.4200 8.7740 3.9850 2.1520 0.8830 0.8090 1.1260 1.7720 0.5690 0.7980
0 0 0 1 0 0 0 0 0 0,344,0 0 1 0 0 1 0 1 0 0,41 42 48 50 45 48 1 51 10 8,94.73,31.653,0,10.3490 7.2810 9.4820 20.6800 36.2160 20.3290 11.4310 24.5290 12.0860 4.5120
0 0 1 1 0 0 0 0 0 0,453,0 1 1 0 0 1 0 1 1 1,62 80 80 6 4 11 43 44 81 42,57.532,42.0932,2,7.2935 4.0557 2.8078 7.5516 1.4238 1.1438 3.8477 3.9835 2.3598 1.2397
0 0 0 0 0 0 1 0 0 0,364,0 0 1 0 1 1 0 1 0 1,86 4 28 9 23 85 2 18 21 88,25.2947,242.8716,2,5.5400 7.1279 2.0639 13.5038 0.6959 0.3920 3.1921 1.5277 0.6798 1.1679
0 0 1 1 0 0 0 0 0 0,513,0 1 1 1 1 0 1 1 1 1,31 33 89 82 56 11 54 33 60 64,32.5387,53.8411,0,9.6298 5.5593 4.5673 2.2800 4.7446 2.1995 1.8805 1.7917 1.7920 6.1598
0 0 0 0 0 0 0 0 1 0,381,0 0 0 0 0 0 0 1 0 1,23 22 83 86 9 0 6 34 32 86,74.8565,69.6649,1,16.6545 6.4191 16.1569 4.9464 0.3090 1.7996 2.6973 0.3421 0.3605 2.8368
0 0 0 0 0 0 0 0 0 0,337,0 0 0 0 0 1 0 0 0 0,40 37 10 46 2 13 18 46 95 30,99.9384,95.4642,0,13.2050 8.0718 8.1177 4.2160 3.3917 4.8079 2.1921 3.4637 1.7998 3.1362
0 0 0 0 0 0 0 0 0 0,517,1 1 1 1 1 1 1 1 1 1,92 91 55 2 56 6 58 53 87 17,16.9394,49.9752,2,4.4045 6.3358 0.8238 2.2400 0.6319 0.5519 0.4479 0.6238 0.4799 0.5039
0 0 0 0 1 0 0 0 0 0,505,1 1 0 1 0 1 1 1 1 0,63 11 42 93 43 7 85 57 58 46,3.009,32.017,2,2.3810 3.2270 0.9270 4.2660 3.9350 0.7770 0.8140 1.4050 1.6070 1.5820
0 0 0 0 0 0 1 0 0 0,358,0 0 0 0 1 1 0 1 0 0,3 20 61 48 7 95 30 13 36 45,30.078,23.695,1,2.8040 1.1990 0.8150 1.0650 0.7760 0.7760 1.8960 0.7600 0.7360 0.5670
0 0 0 0 0 0 0 0 0 0,348,0 0 0 0 0 0 0 0 1 1,80 23 41 50 49 49 1 42 3 10,63.9632,31.9503,0,12.0834 8.7732 2.1896 6.2251 3.0133 3.9632 2.7908 6.4806 6.2030 1.9646
0 0 0 1 1 0 0 0 0 0,473,0 0 1 1 1 0 1 1 0 0,0 82 67 90 50 29 74 52 1 28,51.284,17.3771,0,5.7906 1.4797 1.2714 1.3354 0.8156 4.8561 0.7198 1.2717 1.4558 1.4879
0 0 0 1 1 0 0 0 0 0,498,0 0 1 1 1 1 1 1 1 1,9 22 83 53 98 85 42 69 1 36,52.511,23.417,0,4.3020 3.7600 6.3030 1.1690 2.0800 3.0400 1.1520 1.1120 1.3750 0.8720
0 0 1 1 0 0 0 0 0 0,668,0 1 1 1 1 1 1 1 1 1,21 50 98 82 98 33 93 86 96 11,37.228,21.8007,0,11.3626 4.4873 5.4498 5.1858 6.5376 3.1577 2.9079 4.0398 3.1242 1.9059
0 0 0 0 0 1 0 0 0 0,628,1 1 1 0 1 1 1 1 1 1,45 99 68 24 49 99 97 77 53 17,29.5781,130.5969,1,12.8755 3.5373 2.6288 4.2077 0.8999 1.8916 2.0827 0.8232 0.9094 0.7885
0 0 0 0 0 0 0 0 0 0,488,0 0 0 0 0 0 0 0 0 0,37 43 43 97 46 36 100 0 54 32,26.3504,24.5736,1,5.0499 2.8722 1.1694 2.0260 1.6159 9.2579 0.5921 0.8919 2.8638 1.9398
0 0 0 0 1 0 0 0 0 0,551,0 0 0 1 1 1 0 1 0 1,40 48 99 67 95 80 19 37 65 1,54.3564,38.457,0,3.9973 5.1149 6.3360 2.6650 4.8708 0.8686 2.4206 0.7507 3.3872 2.3325
0 0 0 0 0 0 0 0 0 0,359,0 0 0 0 0 0 0 0 0 0,18 96 19 64 10 22 12 59 8 51,11.69,27.8063,0,4.4048 1.2018 3.5770 0.7760 1.0571 2.9049 0.7669 0.7839 1.8879 2.8080
0 0 0 0 0 0 0 0 0 0,298,0 0 0 0 0 0 0 0 0 0,9 19 21 20 41 95 20 60 0 13,6.5304,37.4609,0,2.9111 3.1021 2.6181 2.9023 1.0580 1.9440 1.7201 1.0921 1.3360 0.7579
0 0 0 0 0 0 0 0 0 0,235,0 0 0 0 0 0 0 0 0 0,18 96 12 20 5 10 33 1 4 36,72.361,58.321,0,8.9270 7.1970 3.7100 2.2420 4.0260 1.5450 1.5820 3.2290 1.5620 1.3720
0 0 0 0 1 0 0 0 0 0,543,1 1 0 1 1 1 1 1 1 1,40 23 9 93 49 60 55 57 74 83,56.8326,71.0739,2,6.8456 3.3480 4.5804 2.5328 0.6923 0.5638 0.6400 0.6641 0.5101 0.4081
0 0 0 0 0 0 0 0 0 0,302,0 0 0 0 0 0 0 0 0 0,6 37 8 62 31 56 0 37 14 51,40.6197,19.7202,1,3.9226 2.3820 0.5283 0.5486 0.5497 1.8820 0.4706 0.5389 1.0380 0.5850
0 0 0 0 0 0 0 0 0 0,649,1 1 1 1 1 1 1 0 0 1,59 90 38 64 80 88 44 88 34 64,14.2953,35.2487,2,5.6531 9.6440 2.0678 7.8630 1.4612 0.4861 2.5776 3.3615 0.7003 0.4342
0 0 1 1 0 0 0 0 0 0,410,0 1 1 1 1 0 1 0 1 0,27 92 97 38 32 35 16 7 37 29,8.948,27.08,0,6.0890 4.7310 3.5990 3.0930 4.5750 1.3180 2.5370 5.3240 0.8920 1.9180
0 0 0 0 1 0 0 0 0 0,486,0 0 0 1 1 1 1 1 1 1,14 40 23 61 51 67 55 70 59 46,34.4741,27.832,0,3.0859 1.5199 0.5039 1.4236 0.8799 0.4401 0.6162 1.0161 0.6801 0.9917
0 0 0 0 0 0 0 0 0 0,205,0 0 0 0 0 0 0 0 0 0,3 8 49 9 7 26 68 0 13 22,9.3087,53.9397,1,4.1188 0.9669 0.6751 0.5148 0.4979 0.7486 0.5029 0.6269 0.5070 0.4148
0 0 0 0 0 0 0 0 0 0,323,0 0 0 0 0 0 0 0 0 0,32 19 37 56 48 33 31 9 23 35,55.185,37.274,1,18.0040 15.5750 7.5120 3.8400 3.4010 4.0000 8.2160 2.8780 2.8960 3.4800
0 0 0 0 0 0 0 0 0 0,359,0 0 1 1 0 0 0 0 0 1,50 9 9 22 43 94 42 20 1 69,103.9187,35.1603,0,9.3411 3.7596 1.5437 5.1119 4.1600 2.6239 5.5761 3.0717 3.4799 1.8958
0 0 0 0 0 0 0 0 0 0,207,0 0 0 0 0 0 0 0 0 0,39 33 2 22 0 49 21 2 32 7,33.3444,31.9749,1,5.0021 7.6874 3.4000 5.5597 2.0317 1.6638 1.2638 1.4169 1.2718 2.5512
0 0 0 0 0 0 0 0 1 0,422,0 0 0 1 0 0 0 1 1 0,92 9 65 55 27 34 32 53 49 6,71.0774,56.4723,0,9.8107 3.2404 1.3277 2.6634 0.6875 0.6704 0.5117 0.4695 2.1437 1.2157
0 0 0 0 0 0 0 0 0 0,385,1 0 0 0 0 0 0 0 0 0,4 20 15 58 95 37 45 22 89 0,70.4043,166.0474,2,5.4469 2.9510 1.0183 1.5147 1.2339 0.8783 0.9161 0.6913 0.9316 0.7239
0 0 0 0 0 0 0 0 1 0,512,1 1 1 1 1 0 0 1 1 1,78 17 89 79 57 31 7 37 66 51,22.8311,49.6712,2,7.1868 3.0825 3.3642 2.0702 1.3714 0.5626 0.5735 0.5626 0.7766 0.5168
0 0 0 0 0 0 1 0 0 0,562,1 1 1 1 0 1 1 0 1 1,83 99 55 62 16 64 44 10 75 54,18.9386,50.6945,2,6.4991 2.6588 3.4906 0.8792 2.1325 1.0332 0.7714 0.5023 0.6164 0.8045
0 0 1 1 0 0 0 0 0 0,281,0 1 1 1 0 0 0 0 0 0,16 24 49 73 2 17 4 34 25 37,53.7558,95.9236,2,9.8129 2.7915 4.9201 2.7076 3.0677 2.3561 2.0319 4.0320 1.6321 4.2596
0 0 0 0 0 0 0 0 0 0,316,0 0 0 0 0 0 0 0 0 0,48 23 5 30 45 31 35 40 22 37,24.7491,41.3842,1,9.1317 5.5837 3.2309 1.1332 1.0240 0.7453 0.7481 0.6643 0.8809 0.8324
0 0 0 0 0 0 1 0 0 0,575,0 0 0 0 1 1 1 0 1 1,33 46 31 84 30 77 76 44 73 81,25.8559,41.349,1,9.6607 6.4335 3.2119 6.0217 1.1636 1.6579 4.8056 2.5338 2.9519 5.4856
0 0 0 0 0 0 0 0 0 0,434,0 0 0 0 0 0 0 0 0 0,7 7 18 40 31 78 47 29 96 81,115.6772,71.8137,1,10.5686 6.6766 3.8416 1.7242 1.2484 0.9088 1.8003 1.7927 1.4164 1.1461
0 0 0 0 1 0 0 0 0 0,429,0 0 0 1 1 1 0 0 1 1,57 48 29 58 29 4 26 38 87 53,47.868,31.0235,1,6.1179 1.7756 9.3438 5.0315 1.9116 6.1037 1.3038 1.5839 1.7835 2.0879
0 0 0 0 0 0 0 0 0 0,393,0 0 0 0 0 0 0 0 0 0,1 47 29 53 7 13 32 90 63 58,180.115,99.658,1,7.7460 6.8360 1.6780 1.3350 1.0810 1.9530 1.4680 1.3660 1.2490 1.1720
0 0 0 0 1 0 0 0 0 0,497,0 0 0 1 1 1 0 0 0 0,13 8 9 72 64 68 42 82 79 60,38.1951,39.183,0,17.1054 16.6539 25.2701 1.9772 2.3157 19.1832 6.4197 6.2285 2.6615 6.0264
0 0 0 0 0 0 0 0 0 0,280,0 0 0 0 0 0 0 0 0 0,5 45 46 30 53 6 31 17 2 45,20.015,32.651,1,5.3660 8.0970 3.6190 1.6060 1.3890 2.4650 1.8720 1.3720 1.3420 0.9820
0 0 0 0 0 0 0 0 0 0,548,1 1 1 1 1 1 1 1 1 1,15 16 65 77 66 69 61 56 63 60,81.5413,45.1602,0,9.9629 2.8799 1.9757 2.3445 1.1611 2.7764 3.2479 2.0877 2.5918 1.3843
